"","GSP1","COS1","GSP2","COS2","GSP3","COS3","GSP4","COS4","GSP5","COS5","combined"
"gene14",2.01084042547428e-34,1,1.3270587329399e-47,1,3.63241534282559e-51,1,3.69643162390034e-45,0.999997880981721,8.3584954496722e-36,1,5.55e-17
"gene15",6.96218488350604e-138,1,4.10065241269058e-167,1,9.32969268603527e-164,1,8.33838245706628e-143,1,9.06579502099002e-117,1,5.55e-17
"gene16",2.15923683058446e-77,1,7.56475622403282e-102,1,5.74829354438925e-107,1,1.23329888342828e-96,1,4.35843015321031e-79,1,5.55e-17
"gene17",9.66456276106396e-36,1,3.52882605071924e-53,1,4.6330596345596e-59,1,1.23552666041658e-55,1,1.8879497419255e-47,1,5.55e-17
"gene18",1.09334467915152e-53,1,7.76666460905732e-71,0.999998731574388,2.74627460474127e-72,1,9.81792783234269e-63,1,1.21801834593935e-49,1,5.55e-17
"gene19",1.32691607612316e-30,1,1.1251283769848e-45,1,1.16602643769197e-51,0.826038187062898,7.15906032955331e-49,1,7.87588800147097e-42,1,5.55e-17
"gene20",2.09737115108463e-28,1,5.92237134665621e-43,1,1.21704449889222e-48,0.999999522664164,1.75809498868222e-44,1,1.37948224233583e-35,1,5.55e-17
"gene21",1.56409192987238e-241,1,3.52774661559114e-277,1,2.43933333247207e-265,1,1.00132721479902e-225,1,4.52539915832226e-181,1,5.55e-17
"gene22",1.72061648486721e-45,1,1.6189792198766e-62,1,5.37807731153767e-68,1,1.15101359899296e-63,1,9.77811863436774e-54,1,5.55e-17
"gene23",1.05595499980949e-26,1,1.29752564312165e-43,1,5.49171347256372e-49,1,2.52011853766028e-44,1,2.52514572259071e-37,1,5.55e-17
"gene24",1.41029260370578e-151,1,6.07024815820418e-184,1,2.61911374376103e-180,1,1.47836717440375e-155,1,1.04739223836617e-125,1,5.55e-17
"gene25",1.64684809764113e-22,1,2.02416494293512e-38,1,6.35942891371526e-46,1,1.46360249581821e-43,1,4.17149137325153e-37,1,5.55e-17
"gene26",1.11158787445444e-65,1,2.57239384540321e-85,1,3.59742817498343e-87,1,2.72403343770268e-77,1,8.97254292842193e-63,1,5.55e-17
"gene27",4.45243882002727e-59,1,1.93319718693985e-78,1,4.8947424135199e-83,0.999999904516859,3.3879215538616e-77,1,2.5675761141637e-65,1,5.55e-17
"gene28",4.72628424951891e-123,1,2.03468648313422e-150,1,3.96052953711444e-148,1,6.77736495135236e-130,1,7.63779945054978e-108,1,5.55e-17
"gene29",1.85441964164022e-34,1,2.05011181527218e-48,1,5.02193740179546e-52,1,1.1045462329936e-45,0.999999976558124,6.58200397092555e-37,1,5.55e-17
"gene30",2.98122578633489e-60,1,3.65028798635279e-83,1,4.83807366594959e-89,1,7.44487060223703e-80,1,7.65984956388543e-66,1,5.55e-17
"gene31",1.90639180258954e-285,1,6.44755667822827e-321,1,8.72557824077846e-306,1,2.04869583166711e-265,1,5.29861584431729e-219,1,5.55e-17
"gene32",0,1,0,1,0,1,0,1,2.20819867620099e-311,1,1.11022302462516e-16
"gene33",0,1,0,1,0,1,0,1,2.06885122882147e-287,1,1.11022302462516e-16
"gene34",2.40678892714272e-36,1,2.92086739165849e-51,1,1.03234133857284e-53,1,7.40797343073521e-49,1,1.00220037767172e-41,1,5.55e-17
"gene35",1.86653060037624e-94,1,5.43708383024268e-118,1,1.38708267036968e-117,1,5.52387852593788e-103,1,6.13482589559753e-83,1,5.55e-17
"gene36",1.20194147480189e-69,1,4.48032718320178e-92,1,2.41549955641394e-93,1,4.44148612681777e-83,1,8.40114792405964e-70,1,5.55e-17
"gene37",1.44958425436347e-68,1,3.31360207483002e-89,1,2.88993159341909e-89,1,7.74638433974854e-77,1,1.75362295334288e-61,1,5.55e-17
"gene38",4.93866370051816e-49,1,2.10022884937968e-65,1,1.3929107497412e-67,1,4.18396596415218e-60,1,2.56643849596496e-49,1,5.55e-17
"gene39",2.26311333189312e-111,1,6.98137576545542e-136,1,2.50385002808138e-136,1,1.88280299165465e-120,1,3.44184141660988e-100,1,5.55e-17
"gene40",1.36932395008297e-161,1,1.56745527219851e-195,1,1.6748209451088e-193,1,3.87611492004885e-170,1,6.73320295161952e-140,1,5.55e-17
"gene41",6.67255459286115e-38,1,3.46600365083969e-55,1,8.76357445427505e-59,1,8.2015533396543e-51,1,1.76074556373039e-39,1,5.55e-17
"gene42",1.3870782364332e-82,1,1.30492587817429e-99,1,3.76770780741609e-100,1,3.1864563232495e-89,0.999999512314604,2.69831576290385e-74,1,5.55e-17
"gene43",5.7607513704999e-160,1,4.78416919199136e-191,1,9.3380607716196e-183,1,1.90064543248888e-155,1,1.6271443095918e-124,1,5.55e-17
"gene44",1.87729655273828e-168,1,6.56325485505585e-199,1,2.79284584678002e-191,1,1.010138493853e-164,1,4.28022466519206e-135,1,5.55e-17
"gene45",3.04328530680406e-70,1,8.61320899507828e-96,1,1.741064949364e-99,1,1.62243034203474e-87,1,2.54588531421861e-71,1,5.55e-17
"gene46",1.0212179038561e-47,1,3.98635004136035e-68,1,7.19816132495896e-73,1,1.49100386604665e-63,0.999999974214335,2.86103025036293e-49,1,5.55e-17
"gene47",9.41284779225927e-141,1,1.45112546758569e-167,1,3.43578226252952e-165,1,6.42559827060344e-144,1,1.38309638343122e-116,1,5.55e-17
"gene48",2.46945632307507e-34,1,3.90475540391551e-52,1,1.34776782485126e-58,1,1.06846166286241e-54,1,7.58102494719395e-47,1,5.55e-17
"gene49",6.49382099456198e-292,1,0,1,1.20320547830188e-317,1,3.15853505694623e-274,1,2.12515006754743e-220,1,5.55e-17
"gene50",6.21251977505007e-50,1,3.4727626713227e-64,1,6.39687616851261e-66,1,1.08042432854765e-59,1,1.93282145018798e-49,1,5.55e-17
"gene51",9.94760697612601e-103,1,2.05493914666945e-129,1,6.64432467628558e-131,1,1.9047943331471e-116,1,4.88398249365384e-96,1,5.55e-17
"gene52",0,1,0,1,0,1,0,1,4.94065645841247e-324,1,1.11022302462516e-16
"gene53",7.75335462214666e-232,1,8.33903015035596e-267,1,3.31699699165119e-257,1,3.49219574120742e-223,1,5.46255675406992e-183,1,5.55e-17
"gene54",1.27927421177892e-64,1,9.72775620099944e-91,1,5.47497898243926e-95,1,2.2452039303949e-84,1,2.4466216510034e-68,1,5.55e-17
"gene55",8.76356019970375e-183,1,5.28155722663906e-216,1,1.87062372723814e-211,1,7.82321100554465e-187,1,2.05370472515599e-154,1,5.55e-17
"gene56",7.63185157178862e-36,1,4.22887288153745e-50,1,1.335037854631e-53,1,5.684205996502e-48,0.999999217321497,3.77326963271259e-40,1,5.55e-17
"gene57",3.01629126299556e-19,1,3.07661568313133e-30,1,1.01385202014354e-36,0.997963106855255,8.0033184196522e-36,1,1.82170519030349e-31,1,5.55e-17
"gene58",3.72274689158886e-52,1,5.72361265136837e-72,1,1.39676770262327e-74,1,5.38736540990509e-66,1,9.59054476419539e-54,1,5.55e-17
"gene59",1.41353489074684e-43,1,3.80962373003018e-60,1,2.08781035112066e-64,1,9.87847335174533e-62,1,4.27810810856331e-54,1,5.55e-17
"gene60",3.30193900523412e-59,1,1.53856194259766e-76,1,1.63626538540458e-78,1,5.81960338516406e-72,1,1.42349678987022e-61,1,5.55e-17
"gene61",0,1,0,1,0,1,0,1,9.09585229372298e-318,1,1.11022302462516e-16
"gene62",0,1,0,1,0,1,0,1,0,1,2.22044604925031e-16
"gene63",5.21719944667254e-93,1,1.82400093064566e-119,1,8.83386767162627e-122,1,6.79887179040082e-108,1,9.36954914295626e-88,1,5.55e-17
"gene64",5.16424923279068e-168,1,2.74476289787692e-194,1,1.56292744867179e-186,1,6.82048982771908e-158,1,4.41148110272029e-125,1,5.55e-17
"gene65",0,1,0,1,0,1,0,1,0,1,2.22044604925031e-16
"gene66",5.57521624074814e-39,1,3.82571940333996e-56,1,1.43123289845709e-61,1,4.78450312952954e-56,1,2.75804113131422e-46,1,5.55e-17
"gene67",9.48010256092276e-28,1,1.77660657968158e-44,1,4.38309128115466e-50,0.999998765565933,5.33634714244635e-46,1,9.61673980752641e-39,1,5.55e-17
"gene68",0,1,0,1,0,1,0,1,1.21880362480673e-317,1,1.11022302462516e-16
"gene69",2.7782396460163e-37,1,2.49493513480933e-56,1,2.42694818520109e-62,1,1.35367164230319e-55,1,2.21454836847031e-44,1,5.55e-17
"gene70",0,1,0,1,0,1,0,1,9.25746493061133e-302,1,1.11022302462516e-16
"gene71",0,1,0,1,0,1,0,1,1.30663761459507e-268,1,1.11022302462516e-16
"gene72",1.57461859775704e-39,1,8.04701487438751e-58,1,1.70553315344605e-63,1,1.48798219548876e-57,1,1.55718366268382e-47,1,5.55e-17
"gene73",1.14412865509296e-24,1,3.68533604565653e-36,1,4.45195812062607e-41,1,2.80389125753614e-38,1,1.09063866617139e-31,1,5.55e-17
"gene74",3.44291219608209e-32,1,1.0238659771557e-47,1,4.92055693507515e-53,1,1.98094986674439e-49,1,2.76654958702917e-41,1,5.55e-17
"gene75",5.40437120598385e-103,1,1.87123063146167e-127,1,7.3963619664504e-130,1,2.26134842931116e-118,1,5.36070043483044e-99,1,5.55e-17
"gene76",0,1,0,1,0,1,0,1,8.06736529406934e-299,1,1.11022302462516e-16
"gene77",1.86358364433155e-99,1,5.20732122351868e-125,0.999997988854083,4.81288196431108e-127,1,4.93655455571689e-113,1,1.63804655023362e-93,1,5.55e-17
"gene78",1.13765575713577e-41,1,6.11035751560729e-60,1,5.25314799481493e-61,1,6.58890090787025e-54,1,1.90309325065576e-45,1,5.55e-17
"gene79",1.68166137843774e-22,1,9.20148318030681e-36,1,2.61389905780286e-41,1,6.80894304062379e-38,1,3.71175807488575e-31,1,5.55e-17
"gene80",2.94143228768612e-28,1,8.34718563834779e-40,1,4.82064636171983e-43,1,9.22223727682697e-39,1,3.28850093065178e-32,1,5.55e-17
"gene81",3.2191528688754e-27,1,1.63459820775692e-36,1,4.33794407075624e-37,1,2.98624536694315e-33,1,6.8456920885656e-27,1,5.55e-17
"gene82",9.68389713045356e-317,1,0,1,0,1,1.43652800558767e-281,1,5.43901187114167e-229,1,5.55e-17
"gene83",2.10762832426338e-220,1,6.93030839978471e-255,1,5.2301234856693e-244,1,6.93807989761126e-212,1,1.18463103818649e-174,1,5.55e-17
"gene84",0,1,0,1,0,1,0,1,9.55714508307863e-317,1,1.11022302462516e-16
"gene85",8.48830975441498e-93,1,9.45835385494435e-118,1,3.70390056807299e-120,1,1.1017475540184e-106,1,2.33585104275059e-87,1,5.55e-17
"gene86",1.5709123894278e-66,1,1.07854923249924e-87,1,2.93479116427458e-90,1,4.50752162286703e-80,1,2.38348143768758e-67,1,5.55e-17
"gene87",0,1,0,1,0,1,0,1,0,1,2.22044604925031e-16
"gene88",6.08698177530073e-66,1,2.27344288403301e-87,1,1.631912407343e-90,1,2.65876247779182e-80,1,3.21779873895692e-65,1,5.55e-17
"gene89",5.19844583728339e-27,1,3.36346475123247e-41,1,1.89186184707372e-46,1,1.54714054637509e-44,1,1.78730605465276e-38,1,5.55e-17
"gene90",1.38927213631355e-59,1,2.48599590868124e-80,1,1.25059964453102e-83,1,1.53416949534534e-74,1,8.35969444681999e-61,1,5.55e-17
"gene91",2.73496927386133e-262,1,1.36196080846231e-300,1,4.65014108828876e-292,1,7.16796479451639e-255,1,5.14215489431946e-208,1,5.55e-17
"gene92",0,1,0,1,0,1,0,1,8.95952105602063e-310,1,1.11022302462516e-16
"gene93",1.55877349807387e-27,1,2.34355970271402e-46,1,1.17050844518818e-52,1,1.56926985510037e-48,1,1.9543346286721e-40,1,5.55e-17
"gene94",0,1,0,1,0,1,0,1,1.36679750504689e-269,1,1.11022302462516e-16
"gene95",1.45539549725577e-48,1,3.96243386078312e-67,1,1.3595128818252e-71,1,2.78029645254708e-63,1,1.05893187920566e-49,1,5.55e-17
"gene96",2.24959422982957e-81,1,3.52244722887338e-107,1,2.7679795827483e-108,1,6.03979830429954e-93,1,1.13852626562243e-72,1,5.55e-17
"gene97",7.13478380556204e-136,1,3.35742974578899e-165,1,3.25148753881878e-161,1,1.80996007560241e-139,1,1.13261235346992e-113,1,5.55e-17
"gene98",2.20480054423692e-49,1,9.20186483913444e-69,1,3.69158358845984e-73,1,1.81975085810666e-65,1,4.03530966093097e-52,1,5.55e-17
"gene99",1.33590007088594e-40,1,1.08140959531194e-56,1,8.84851148029972e-60,0.999840255337528,5.65972960732229e-53,1,2.07188163898514e-42,1,5.55e-17
"gene100",1.2748755451963e-39,1,1.83344688478936e-55,1,2.0225456855223e-60,1,9.55341260094645e-56,1,3.76941330686651e-47,1,5.55e-17
"gene101",1.16547521822354e-26,1,6.14762441484035e-42,1,1.99660010063886e-47,1,7.23254784110957e-44,1,4.4306595264792e-36,1,5.55e-17
"gene102",3.20997777585929e-78,1,7.82682096606569e-101,1,4.65150461833069e-101,1,1.56596687409857e-88,1,5.27871833910499e-71,1,5.55e-17
"gene103",0,1,0,1,0,1,0,1,4.74006358462365e-276,1,1.11022302462516e-16
"gene104",7.72552836035095e-59,1,2.95674937943036e-78,1,1.18111671700327e-79,1,2.30276495007193e-71,1,8.61886049528583e-60,1,5.55e-17
"gene105",5.68821707670304e-35,1,2.04456713245406e-48,1,1.69349583605263e-52,1,1.53021910376283e-48,1,2.14920806930784e-40,1,5.55e-17
"gene106",2.66100428582007e-39,1,1.43937481098445e-57,1,4.21675319553268e-63,1,1.27294349095717e-56,1,1.95878287730998e-47,1,5.55e-17
"gene107",2.1692736453177e-84,1,4.98525111174644e-109,1,1.18653485113595e-111,1,1.16522303205697e-100,1,7.13808043942779e-85,1,5.55e-17
"gene108",2.96413396154905e-81,1,1.30424546242125e-106,1,4.898896115116e-111,1,8.92134906568703e-101,1,2.5099329867433e-85,1,5.55e-17
"gene109",7.93916540350168e-69,1,2.88051000315808e-93,1,4.84506793313311e-97,1,4.97037061382295e-88,1,1.5372405819154e-73,1,5.55e-17
"gene110",8.45544372815673e-42,1,5.25620031411498e-61,1,1.57603593720733e-65,1,4.5115022215943e-60,1,7.0566253716441e-52,1,5.55e-17
"gene111",2.82664699331028e-251,1,1.73569211245776e-286,1,6.32108594215799e-276,1,3.83675068869197e-238,1,2.52462878073245e-192,1,5.55e-17
"gene112",0,1,0,1,0,1,0,1,2.22840931730353e-270,1,1.11022302462516e-16
"gene113",1.17317898290801e-57,1,1.09072392296204e-80,1,1.81146574883472e-85,1,3.06250641609373e-76,1,2.01180258052664e-61,1,5.55e-17
"gene114",1.2716994108278e-34,1,1.00998297199002e-51,1,2.49978908675118e-56,1,2.11540573462683e-49,0.999999691258205,4.43565992792607e-38,1,5.55e-17
"gene115",8.45458231928534e-48,1,4.73748992305385e-70,1,4.67335572394162e-74,1,2.38498991844839e-66,1,4.10552097530583e-54,1,5.55e-17
"gene116",1.95175588273584e-27,1,3.21667413304858e-39,1,2.99289091584421e-43,1,2.88156918650246e-40,0.999955291615071,1.37600287871635e-34,1,5.55e-17
"gene117",6.65640247895424e-25,1,8.42094320240842e-38,1,5.60706069037823e-42,1,3.23559897657591e-40,1,6.70619689369664e-36,1,5.55e-17
"gene118",5.94487027623328e-58,1,2.31041198984616e-76,1,7.95220002707602e-75,1,1.06363286745086e-63,1,3.83367298580354e-51,1,5.55e-17
"gene119",1.60942760606789e-36,1,1.4099605081346e-50,1,3.87156648353489e-55,1,1.90836225933045e-49,1,1.40190658459022e-40,1,5.55e-17
"gene120",0,1,0,1,0,1,0,1,0,1,2.22044604925031e-16
"gene121",1.36142233471135e-36,1,1.5536325153538e-48,1,4.0965771597241e-50,0.999997163193442,4.87532111192788e-45,1,8.14688501250381e-38,1,5.55e-17
"gene122",2.22996572673114e-27,1,3.35290938132184e-35,1,2.49689169483022e-37,1,1.95885151947889e-34,0.998288482625757,5.2103442414569e-28,1,5.55e-17
"gene123",1.85270208335385e-45,1,1.71445153226188e-64,1,4.70477022468307e-67,0.994573630681102,1.26183204749249e-59,1,2.15539710035649e-49,1,5.55e-17
"gene124",1.63513556417092e-35,1,2.42422460510125e-48,1,3.30003331977342e-48,1,1.31541322230192e-40,1,1.30942727218439e-31,1,5.55e-17
"gene125",7.05366860579956e-135,1,5.72818107187374e-164,1,1.7962897468906e-160,1,1.50159673481088e-138,1,1.21695361698431e-112,1,5.55e-17
"gene126",3.16083838657072e-36,1,3.0578342931386e-55,1,2.74676304975558e-61,1,1.57371379423694e-56,1,1.47587529076152e-46,1,5.55e-17
"gene127",7.24242593942782e-78,1,2.28459676968094e-102,1,4.51309921308787e-106,1,5.43458794126496e-95,1,4.10645107157931e-78,1,5.55e-17
"gene128",5.85728211684578e-84,1,4.77299216642563e-108,1,6.15180861695653e-111,1,1.21101359782461e-98,1,7.61268798858372e-81,1,5.55e-17
"gene129",1.41161397667903e-141,1,2.84404885731083e-170,1,1.09056919318451e-166,1,2.50729017995612e-142,1,2.73197227738776e-112,1,5.55e-17
"gene130",5.06683396762291e-35,1,3.21121010423685e-48,0.999989866819769,2.87770861563756e-53,1,2.32980562075707e-51,0.645503231993892,1.15372163591271e-44,1,5.55e-17
"gene131",6.22877486136467e-231,1,8.04584533990361e-268,1,1.07233081244967e-259,1,2.51828682647554e-226,1,2.16031650736814e-185,1,5.55e-17
"gene132",2.42702072647133e-122,1,2.42436900027067e-152,1,2.3212714076525e-154,1,1.94675369544637e-137,1,4.6911059200528e-114,1,5.55e-17
"gene133",4.22035921490164e-50,1,3.81725323873042e-68,1,1.08955370925335e-70,1,4.22372881228961e-64,1,2.23262942817882e-53,1,5.55e-17
"gene134",5.38378242976552e-35,1,2.33552439508031e-52,1,1.44174286122829e-58,1,2.54463761492687e-53,1,5.05224916366134e-44,1,5.55e-17
"gene135",5.71825013999096e-34,1,5.57173706345295e-45,1,3.79712013181735e-48,1,5.20944888486145e-46,0.999999423740477,2.04225854198536e-40,1,5.55e-17
"gene136",4.98199685006883e-34,1,8.56229822217407e-53,1,4.68428979675872e-58,1,2.34914026512463e-52,1,1.98785025307517e-42,1,5.55e-17
"gene137",1.43111308172723e-72,1,2.12179915118733e-96,1,2.27919640058792e-97,1,4.6867921346409e-87,1,4.00794133021397e-73,1,5.55e-17
"gene138",2.50326586365853e-152,1,2.99824026601509e-182,1,6.64025759613073e-179,1,3.38093266061768e-154,1,5.62404383103098e-124,1,5.55e-17
"gene139",1.06799855475876e-24,1,2.40086679185997e-39,1,2.2419307919365e-44,1,2.70238689859465e-42,1,5.77327307552034e-36,1,5.55e-17
"gene140",7.66934267762435e-56,1,8.28458136500303e-76,1,4.27258988269964e-81,1,4.27714062153406e-75,0.999961401918357,2.20321515219462e-63,1,5.55e-17
"gene141",5.57962552174673e-253,1,1.55558615868393e-289,1,5.5893504893868e-275,1,6.94527723875442e-235,1,1.66256631070371e-189,1,5.55e-17
"gene142",1.27994944891557e-28,1,3.98363946488152e-41,1,7.9684762398734e-44,1,1.02823979162495e-39,1,1.22753127160248e-32,1,5.55e-17
"gene143",3.62922443313861e-194,1,4.22524446479695e-227,1,2.47476564100491e-218,1,1.39879127304701e-187,1,1.03915207913852e-151,1,5.55e-17
"gene144",4.81740440386047e-95,1,1.80731064164786e-117,1,1.57235336564434e-116,1,2.10935503370346e-101,1,3.21415003834381e-83,1,5.55e-17
"gene145",2.03650073343665e-53,1,7.46702851428532e-75,1,4.59079061033839e-78,1,7.94087225014603e-68,1,1.27839763352102e-53,1,5.55e-17
"gene146",9.39555742109925e-131,1,1.97011690093108e-159,1,1.96526691076381e-158,1,5.53864993819262e-140,1,2.76296167253834e-117,1,5.55e-17
"gene147",5.98253048605585e-39,1,1.80303098511887e-55,1,2.80034924529744e-58,0.999840783220088,4.62994441866022e-52,1,4.16444723739196e-43,1,5.55e-17
"gene148",1.51772035513909e-107,1,1.3548688620989e-133,1,6.37421855011809e-134,1,5.57905408096558e-117,1,1.42193438651062e-94,1,5.55e-17
"gene149",1.33113837766292e-38,1,7.03226459477508e-55,1,5.87628642708469e-59,0.999998875126474,5.10211647678668e-54,1,2.67354648941361e-46,1,5.55e-17
"gene150",0,1,0,1,0,1,0,1,0,1,2.22044604925031e-16
"gene151",1.58785832016606e-49,1,4.58099505299242e-64,1,2.30589394556049e-65,1,7.05639742201325e-59,1,2.26492195642899e-51,1,5.55e-17
"gene152",7.19379373542683e-150,1,4.8736976007041e-175,1,1.60834200160428e-173,1,1.17242963383266e-154,1,4.06659859282071e-128,1,5.55e-17
"gene153",4.44910663949809e-47,1,3.61344828470782e-64,1,8.52280333644106e-68,1,5.7467708267859e-61,1,3.76332873613029e-49,1,5.55e-17
"gene154",4.58080850750104e-38,1,2.76319728503111e-51,1,1.90230070033545e-52,1,4.71894006592259e-47,0.999999976007445,2.95128004810198e-39,1,5.55e-17
"gene155",1.66608586826675e-163,1,1.41478907147856e-191,1,5.46209362846233e-184,1,2.48817926859935e-159,1,9.99786439105173e-131,1,5.55e-17
"gene156",1.0650698111046e-32,1,7.22585878445915e-49,1,2.61585031724856e-54,1,2.43839537056522e-51,1,1.18326973004098e-43,1,5.55e-17
"gene157",1.66142242311302e-38,1,1.84904780170731e-57,1,2.7347222620738e-63,0.999991462749687,4.33314545955897e-57,1,6.21403052789246e-46,1,5.55e-17
"gene158",1.73078930299454e-41,1,5.36841692612522e-63,1,1.30521196322368e-70,1,8.84584130868012e-67,1,2.45660905278235e-56,1,5.55e-17
"gene159",1.69397606943341e-47,1,3.97748210387913e-65,0.999999920151129,4.17521522351707e-69,1,1.04145282058597e-63,0.999998686946125,1.0797790214749e-53,1,5.55e-17
"gene160",1.93447000057222e-21,1,1.68163343218675e-34,1,1.23886177733257e-39,1,1.05700822317723e-36,1,9.9657755047144e-32,1,5.55e-17
"gene161",6.53598675676598e-21,1,3.1143913143494e-37,1,2.58102780307876e-44,0.999980410638277,5.22554083057402e-41,1,3.91701182123681e-33,1,5.55e-17
"gene162",0,1,0,1,0,1,0,1,0,1,2.22044604925031e-16
"gene163",1.78789132616071e-29,1,4.60186917760525e-43,1,4.15147599793107e-48,1,9.51143134936538e-46,1,1.35265945080834e-39,1,5.55e-17
"gene164",4.26342098168777e-18,1,4.19190696136279e-32,1,1.68002789290586e-37,1,2.44864559395105e-34,0.999999975627666,9.01889355057255e-28,1,5.55e-17
"gene165",1.3884453710009e-41,1,3.07622837856234e-64,1,2.94714573392195e-70,1,3.95625311659811e-64,1,7.01920035924361e-54,1,5.55e-17
"gene166",1.65066260306393e-34,1,6.87602882501352e-49,1,5.50840487105533e-52,1,3.60635902381303e-47,1,3.51042415825137e-39,1,5.55e-17
"gene167",3.14372170753504e-132,1,3.02415411913693e-161,1,5.64682394971184e-159,0.999999954319907,1.41090882060985e-140,1,8.11282552373929e-118,1,5.55e-17
"gene168",1.47053129116404e-20,1,3.56961720641386e-32,0.999999973298614,5.37655941793772e-37,1,2.62434905586075e-35,1,4.95821949932784e-30,1,5.55e-17
"gene169",1.94757158555517e-22,1,1.32942558956674e-36,1,1.99526209134952e-41,1,5.75880932505088e-37,1,2.98046079395668e-29,1,5.55e-17
"gene170",4.34845482829727e-128,1,1.05415349143834e-160,1,1.32707831471081e-161,1,1.31735665650596e-141,1,1.28563858856981e-114,1,5.55e-17
"gene171",1.35369983829004e-42,1,6.99401125781501e-62,1,4.92993630627587e-65,1,1.41548499881658e-59,1,1.47410785446588e-50,1,5.55e-17
"gene172",2.53075263687758e-35,1,1.24738041766077e-52,1,1.60124004363468e-58,1,2.37260880549643e-52,1,2.45650564926559e-41,1,5.55e-17
"gene173",8.33301792561956e-34,1,8.5639839125998e-53,1,5.57243927065985e-58,1,1.32557213114441e-52,1,9.24183067833527e-43,1,5.55e-17
"gene174",1.10272606048093e-140,1,1.55234969709581e-172,1,2.12021413995557e-170,1,1.50613841788095e-147,1,1.61557483908361e-118,1,5.55e-17
"gene175",7.06475075155327e-23,1,4.22972964072499e-39,1,1.95764243870876e-46,1,3.57226514860544e-44,1,3.26771597590956e-37,1,5.55e-17
"gene176",5.04950768331107e-59,1,1.84648439391009e-78,1,1.86923302406906e-82,1,1.05143958876171e-73,1,2.43567468716117e-60,1,5.55e-17
"gene177",1.01097260873072e-32,1,3.39989628035404e-44,1,3.24629148436219e-47,1,6.01665643422805e-44,1,7.13869258125397e-39,1,5.55e-17
"gene178",0,1,0,1,0,1,0,1,6.63592933552824e-312,1,1.11022302462516e-16
"gene179",9.69120884951716e-24,1,2.05806377505077e-39,1,9.36144097363545e-44,1,3.55310858159836e-39,1,1.8120623517886e-31,1,5.55e-17
"gene180",5.20383265310084e-188,1,9.41071071943131e-219,1,1.6853347103971e-213,1,1.62491715572285e-187,1,2.92957584824384e-154,1,5.55e-17
"gene181",0,1,0,1,0,1,3.2199816285411e-303,1,3.46220705240822e-249,1,5.55e-17
"gene182",0,1,0,1,0,1,0,1,3.09614569383534e-315,1,1.11022302462516e-16
"gene183",2.21453542206217e-22,1,2.8602049671692e-36,0.999998778601803,5.999493439733e-43,1,7.47226856678194e-41,0.999999706045605,6.37599857928895e-35,1,5.55e-17
"gene184",8.54117003505596e-129,1,1.17988150331696e-154,1,7.30903488411715e-154,1,1.73079749373692e-136,1,1.29479744887061e-112,1,5.55e-17
"gene185",2.07128141564549e-65,1,7.93883366174011e-82,1,2.63256757127835e-85,1,1.00735395909661e-76,0.999984438995394,3.15788358610654e-62,1,5.55e-17
"gene186",2.0862215818063e-64,1,5.342337406293e-85,1,1.57735995274463e-90,1,2.53081342813357e-85,1,1.30908753776231e-73,1,5.55e-17
"gene187",1.44499551316544e-287,1,0,1,1.93042318828576e-310,1,8.84048235871226e-267,1,1.83139615491883e-215,1,5.55e-17
"gene188",2.28234743598568e-232,1,4.90845245264853e-265,1,4.30585155548799e-252,1,3.49724471801331e-213,1,6.02598370727281e-168,1,5.55e-17
